organ_contractant,contracte_num,tipus_de_contracte_obres_serveis_subministraments,objecte_del_contracte,nom_adjudicatari_rao_social,nif_adjudicatari_persones_fisiques_anonimitzat,data_formalitzacio_contracte,preu_contracte_sense_iva,preu_contracte_iva_inclos,data_formalitzacio_modificacio,import_modificacio_sense_iva,import_modificacio_iva_inclos,prevista_en_el_plec,no_prevista_en_el_plec,%_variacio_sobre_el_preu_del_contracte_sense_iva,any,variaciò,codi_organ_contractant
GERÈNCIA DE RECURSOS,17004830-005,Serveis,"MANTENIMENT SIST.SEGURETAT, INCENDIS LOT 2",INV PROTECCION SL,B85582013,2017-12-04 00:00:00,816500.56,987965.68,2021-09-09 00:00:00,49872.45,60345.66,,X,6.108072969355955,2021,6.108072969355955,codi antic  0101
GERÈNCIA DE RECURSOS,18003448L01-003,Serveis,"Mant. edificis Lot 1 Ger. Recursos, Ciutat Vella",UTE FAUS-MIATEC MANT.EDIF.LOT 1 CON,U67421511,2019-06-01 00:00:00,5575871.82,6746804.86,2021-05-06 00:00:00,0.0,0,,X,0.0,2021,0.0,codi antic  0101
GERÈNCIA DE RECURSOS,18003448L01-004,Serveis,"Mant. edificis Lot 1 Ger. Recursos, Ciutat Vella",UTE FAUS-MIATEC MANT.EDIF.LOT 1 CON,U67421511,2019-06-01 00:00:00,5575871.82,6746804.86,2021-07-14 00:00:00,404171.53,489047.55,X,,5.990562027311992,2021,7.248580007709,codi antic  0101
GERÈNCIA DE RECURSOS,18003448L02-003,Serveis,"Mant. edificis Lot 2 Ger. Drets Social, Eixample",IMESAPI SA,A28010478,2019-06-01 00:00:00,5118666.21,6193586.22,2021-05-06 00:00:00,0.0,0,,X,0.0,2021,0.0,codi antic  0101
GERÈNCIA DE RECURSOS,18003448L02-004,Serveis,"Mant. edificis Lot 2 Ger. Drets Social, Eixample",IMESAPI SA,A28010478,2019-06-01 00:00:00,5118666.21,6193586.22,2021-07-14 00:00:00,361602.37,437538.87,X,,7.064386603165515,2021,7.064386603165515,codi antic  0101
GERÈNCIA DE RECURSOS,18003448L03-003,Serveis,"Mant. edificis Lot 3 Seguretat i Prev, Ecol.Urbana","UTE API MOVILIDAD, SA-ILUNION LIMPI",U88376264,2019-06-01 00:00:00,3929809.55,4755069.55,2021-05-06 00:00:00,0.0,0,,X,0.0,2021,0.0,codi antic  0101
GERÈNCIA DE RECURSOS,18003448L03-004,Serveis,"Mant. edificis Lot 3 Seguretat i Prev, Ecol.Urbana","UTE API MOVILIDAD, SA-ILUNION LIMPI",U88376264,2019-06-01 00:00:00,3929809.55,4755069.55,MODIFICACIÓ CONTRACTE ANUL·LADA,,,,,,2021,,codi antic  0101
GERÈNCIA DE RECURSOS,18003448L04-003,Serveis,"Mant. edificis Lot 4 Sants-Montjuic, Les Corts",SERVICIOS E INSTALACIONES ALDAGO SL,B61563169,2019-06-01 00:00:00,3078598.94,3725104.73,2021-05-06 00:00:00,0.0,0,,X,0.0,2021,0.0,codi antic  0101
GERÈNCIA DE RECURSOS,18003448L04-004,Serveis,"Mant. edificis Lot 4 Sants-Montjuic, Les Corts",SERVICIOS E INSTALACIONES ALDAGO SL,B61563169,2019-06-01 00:00:00,3078598.94,3725104.73,2021-07-14 00:00:00,221574.7,268105.39,X,,7.197257723995709,2021,7.197257723995709,codi antic  0101
GERÈNCIA DE RECURSOS,18003448L05-003,Serveis,"Mant. edificis Lot 5 Sarrià-Sant Gervasi, Gràcia",UTE FAUS-MIATEC MANT.EDIF.LOT 5 CON,U67421529,2019-06-01 00:00:00,2491944.63,3015253.0,2021-05-06 00:00:00,0.0,0,,X,0.0,2021,0.0,codi antic  0101
GERÈNCIA DE RECURSOS,18003448L05-004,Serveis,"Mant. edificis Lot 5 Sarrià-Sant Gervasi, Gràcia",UTE FAUS-MIATEC MANT.EDIF.LOT 5 CON,U67421529,2019-06-01 00:00:00,2491944.63,3015253.0,2021-07-14 00:00:00,68520.98,82910.39,X,,2.749699137576745,2021,2.749699137576745,codi antic  0101
GERÈNCIA DE RECURSOS,18003448L06-003,Serveis,"Mant. edificis Lot 6 Horta Guinardó, Nou Barris",UTE FAUS-MIATEC MANT.EDIF.LOT 6 CON,U67421552,2019-06-01 00:00:00,4742156.22,5738009.01,2021-05-06 00:00:00,0.0,0,,X,0.0,2021,0.0,codi antic  0101
GERÈNCIA DE RECURSOS,18003448L06-004,Serveis,"Mant. edificis Lot 6 Horta Guinardó, Nou Barris",UTE FAUS-MIATEC MANT.EDIF.LOT 6 CON,U67421552,2019-06-01 00:00:00,4742156.22,5738009.01,2021-07-14 00:00:00,262072.93,317108.24,X,,5.526450792462505,2021,5.526450792462505,codi antic  0101
GERÈNCIA DE RECURSOS,18003448L07-003,Serveis,"Mant. edificis Lot 7 Sant Andreu, Sant Martí",SERVICIOS E INSTALACIONES ALDAGO SL,B61563169,2019-06-01 00:00:00,5405015.15,6540068.34,2021-05-06 00:00:00,0.0,0,,X,0.0,2021,0.0,codi antic  0101
GERÈNCIA DE RECURSOS,18003448L07-004,Serveis,"Mant. edificis Lot 7 Sant Andreu, Sant Martí",SERVICIOS E INSTALACIONES ALDAGO SL,B61563169,2019-06-01 00:00:00,5405015.15,6540068.34,2021-07-14 00:00:00,384266.17,464962.07,X,,7.1094374268312635,2021,7.1094374268312635,codi antic  0101
GERÈNCIA DE RECURSOS,19000462-004,Serveis,Coord. seg. i salut relac. neteja i mante 19-21,"COPREDIJE, S.A.",A82003815,2019-07-04 00:00:00,280500.0,339404.97,2021-12-22 00:00:00,21326.2,25804.7,X,,7.602923351158646,2021,7.602923351158646,codi antic  0101
GERÈNCIA MUNICIPAL,18003434L01-003,Serveis,Districte Ciutat Vella,"SERVEIS DEL ESPECTACLE FOCUS, S.A.",A58116369,2018-12-31 00:00:00,600000.0,726000.0,2021-09-09 00:00:00,-82644.63,-100000,,X,-13.774105,2021,-13.774105,0104
GERÈNCIA MUNICIPAL,18003434L02-003,Serveis,Districte  L'Eixample,"LA LLAUNA, S.C.C.L.",F58184201,2018-12-31 00:00:00,396694.22,480000.0,MODIFICACIÓ CONTRACTE ANUL·LADA,,,,,,2021,,0104
GERÈNCIA MUNICIPAL,18003434L06-003,Serveis,Districte Sarrià-Sant Gervasi,"SERVEIS  L'ESPECTACLE RULOT, S.L.U.",B67068874,2019-01-31 00:00:00,200000.0,242000.0,2021-04-22 00:00:00,-27272.73,-33000,,X,-13.636365,2021,-13.636365,0104
GERÈNCIA MUNICIPAL,18003434L08-003,Serveis,Districte d'Horta-Guinardó,"SERVEIS  L'ESPECTACLE RULOT, S.L.U.",B67068874,2019-01-31 00:00:00,408264.16,494000.0,2021-04-22 00:00:00,-41322.31,-50000,,X,-10.12146400506966,2021,-10.12146400506966,0104
GERÈNCIA MUNICIPAL,18003434L09-003,Serveis,Districte Nou Barris,"SERVEIS DEL ESPECTACLE FOCUS, S.A.",A58116369,2019-01-31 00:00:00,578512.4,700000.0,2021-09-09 00:00:00,-17217.63,-20833.33,,X,-2.976190311564627,2021,-2.976190311564627,0104
GERÈNCIA MUNICIPAL,18003434L10-003,Serveis,Districte Sant Andreu,"LA LLAUNA, S.C.C.L.",F58184201,2019-01-31 00:00:00,280991.74,340000.0,2021-04-22 00:00:00,-36363.64,-44000,X,,-12.941177559169533,2021,-12.941177559169533,0104
GERÈNCIA MUNICIPAL,18003434L11-003,Serveis,Districte Sant Martí,"LA LLAUNA, S.C.C.L.",F58184201,2019-01-31 00:00:00,440689.26,533234.0,2021-09-09 00:00:00,-24793.39,-30000,,X,-5.626048159194984,2021,-5.626048159194984,0104
GERÈNCIA MUNICIPAL,19001027L01-005,Serveis,Gerència Ecologia Urbana i Dte. Sants Montjuïc,DISTPUBLIC SERVICIOS PUBLICIDAD SL,B60988078,2019-10-08 00:00:00,53095.07,64245.04,2021-11-18 00:00:00,2801.65,3390,X,,5.276666929716827,2021,5.276666929716827,0104
GERÈNCIA MUNICIPAL,19001027L02-004,Serveis,Dte. Les Corts i Dte. de Gràcia,FUNDACIÓ PRIVADA JOIA JOVENTUD ORGA,G08901019,2019-10-08 00:00:00,50422.54,61011.28,2021-04-22 00:00:00,-7438.02,-9000,X,,-14.751379045958416,2021,-14.751379045958416,0104
GERÈNCIA MUNICIPAL,19001027L03-006,Serveis,Direc. Ser. Publicitaris i Dte Sarrià,TALLER DE CULTURA S.L.,B62436738,2019-10-08 00:00:00,53602.48,64859.0,2021-03-18 00:00:00,7504.35,9080.26,X,,14.000005223638906,2021,14.000005223638906,0104
GERÈNCIA MUNICIPAL,19001027L05-004,Serveis,"Dte. Sant Martí, Ciutat Vella i Horta-Guinardó",FUNDACIÓ PRIVADA JOIA JOVENTUD ORGA,G08901019,2019-10-08 00:00:00,52116.16,63060.56,2021-04-22 00:00:00,-8264.46,-10000,X,,-15.85776849253667,2021,-15.85776849253667,0104
GERÈNCIA MUNICIPAL,19001291L02-004,Subministraments,Infraestructures Districte Sants-Montjuïc,INICIATIVES EVENTS SL,B64709363,2019-07-29 00:00:00,286621.4,346811.9,2021-04-22 00:00:00,-24793.39,-30000,,X,-8.65022290729164,2021,-8.65022290729164,0104
"GERÈNCIA DE DRETS SOCIALS, JUSTÍCIA GLOBAL, FEMINISMES I LGTBI",16002677,Serveis,Suport tècnic desenvolupament Acord ciutadà,"ESTRATEGIES QUALITAT URBANA, SL",B60838307,2017-01-05 00:00:00,308631.6,373444.236,,13170.89,15936.81,,x,0.042675118166772295,2021,4.26751181667723,0200
"GERÈNCIA DE DRETS SOCIALS, JUSTÍCIA GLOBAL, FEMINISMES I LGTBI",16002832,Serveis,Gestió del  CMAU-VM,FUNDACIO SALUT I COMUNITAT,G61878831,2017-01-01 00:00:00,1477633.5,1477633.5,2021-12-30 00:00:00,101860.05,101860.05,,x,0.06893458357569722,2021,6.893458357569722,0200
"GERÈNCIA DE DRETS SOCIALS, JUSTÍCIA GLOBAL, FEMINISMES I LGTBI",16004061,Serveis,Alliberament import Gestió del SOAPI 2017-2018,PROGESS PROJEC.GESTIO SERVEIS SOCIA,B59960526,2017-01-01 00:00:00,604136.22,731004.8261999999,2021-12-22 00:00:00,70601.44,85427.74,,x,0.11686344513493994,2021,11.686344513493994,0200
"GERÈNCIA DE DRETS SOCIALS, JUSTÍCIA GLOBAL, FEMINISMES I LGTBI",17002612,Serveis,"Servei de primera acollida, especialitzats SAIER",A.B.D. ASOC. BIENESTAR Y DESARROLLO,G59435180,2017-10-25 00:00:00,1582394.64,1582394.64,2021-10-28 00:00:00,471056.69,471056.69,,x,0.2976859742143717,2021,29.76859742143717,0200
"GERÈNCIA DE DRETS SOCIALS, JUSTÍCIA GLOBAL, FEMINISMES I LGTBI",17002612,Serveis,"Servei de primera acollida, especialitzats SAIER",A.B.D. ASOC. BIENESTAR Y DESARROLLO,G59435180,2017-10-25 00:00:00,1582394.64,1582394.64,2021-12-30 00:00:00,93949.76,93949.76,,x,0.059371889682336136,2021,5.937188968233613,0200
"GERÈNCIA DE DRETS SOCIALS, JUSTÍCIA GLOBAL, FEMINISMES I LGTBI",18003127,Serveis,La gestió i desenvolupament del projecte VinclesBc,TELEVIDA SERVICIOS SOCIOSANITARIOS,U67369173,2019-02-01 00:00:00,1721667.94,1932554.73,2021-09-09 00:00:00,454545.45,500000,x,,0.264014586924352,2021,26.4014586924352,0200
"GERÈNCIA DE DRETS SOCIALS, JUSTÍCIA GLOBAL, FEMINISMES I LGTBI",18003127,Serveis,La gestió i desenvolupament del projecte VinclesBc,TELEVIDA SERVICIOS SOCIOSANITARIOS,U67369173,2019-02-01 00:00:00,1721667.94,1932554.73,2021-12-07 00:00:00,41984.94,46183.4,,x,0.024386200744378153,2021,2.4386200744378153,0200
"GERÈNCIA DE DRETS SOCIALS, JUSTÍCIA GLOBAL, FEMINISMES I LGTBI",19001858,Serveis,Servei vigilància i seguretat SAIER,IB2 SEGURETAT CATALUNYA SL,B17631698,2019-09-02 00:00:00,76729.86,92843.13,2021-09-09 00:00:00,19182.46,23210.78,x,,0.24999993483632055,2021,24.999993483632053,0200
"GERÈNCIA DE DRETS SOCIALS, JUSTÍCIA GLOBAL, FEMINISMES I LGTBI",19004045,Serveis,Servei d’atenció i assessorament de l'OND,ASSOCIACIO CATALANA DEFENSA DRETS H,G58845959,2020-02-04 00:00:00,125734.4,152138.62399999998,2021-11-10 00:00:00,7884.3,9540,x,,0.0627059897689097,2021,6.2705989768909705,0200
"GERÈNCIA DE DRETS SOCIALS, JUSTÍCIA GLOBAL, FEMINISMES I LGTBI",20000226,Serveis,PREGÓ DELS INFANTS A LES FESTES DE SANTA EULÀLIA,AIRUN SERVEIS CULTURALS SL,B61519344,2020-12-04 00:00:00,98308.1,108138.91,2021-11-05 00:00:00,32769.36,36046.3,x,,0.3333332655193214,2021,33.33332655193214,0200
"GERÈNCIA DE DRETS SOCIALS, JUSTÍCIA GLOBAL, FEMINISMES I LGTBI",20000227,Serveis,Dia de la diversitat,AIRUN SERVEIS CULTURALS SL,B61519344,2020-11-11 00:00:00,111473.33,122620.66,2021-11-05 00:00:00,51091.94,56201.13,x,,0.4583333071686295,2021,45.83333071686295,0200
"GERÈNCIA DE DRETS SOCIALS, JUSTÍCIA GLOBAL, FEMINISMES I LGTBI",20000568,Serveis,Cobertura d'actes i equipaments de l'àrea,LOZANO BOSCH MARCOS,XXXXXX,2020-02-22 00:00:00,9900.0,11979.0,2021-12-17 00:00:00,7900.0,9559,,x,0.797979797979798,2021,79.7979797979798,0200
"GERÈNCIA DE DRETS SOCIALS, JUSTÍCIA GLOBAL, FEMINISMES I LGTBI",20000750,Serveis,Imatges de recurs per l’àrea,VIÑAS SANCHEZ VALENTIN,XXXXXX,2020-02-25 00:00:00,5000.0,6050.0,2021-12-22 00:00:00,4370.0,5287.7,,x,0.874,2021,87.4,0200
"GERÈNCIA DE DRETS SOCIALS, JUSTÍCIA GLOBAL, FEMINISMES I LGTBI",20003402,Serveis,Harmonització Protocol Antiassetjament districtes,FIL A L'AGULLA SCCL,F65184350,2020-10-31 00:00:00,6630.0,8022.3,2021-12-10 00:00:00,6630.0,8022.3,,x,1.0,2021,100.0,0200
"GERÈNCIA D'AREA DE L'AGENDA 2030, TRANSICIÓ DIGITAL I ESPORTS",18002708-003,Serveis,"Servei atenció telefònica, gestió i tram. 010","ATENTO TELESERVICIOS ESPAÑA,S.A.U.",A78751997,2019-02-19 00:00:00,9108540.78,11021334.34,2021-07-29 00:00:00,1411447.44,1707851.4,,X,15.495867824395908,2021,15.495867824395908,0300
"GERÈNCIA D'AREA DE L'AGENDA 2030, TRANSICIÓ DIGITAL I ESPORTS",20002936L03-002,Serveis,Serveis Veterinaris d'Urgència 24h,"ANIMALIA BCN, SL",B63549398,2021-02-11 00:00:00,11570.25,14000.0,2021-12-14 00:00:00,1943.02,2351.06,X,,16.793241286921198,2021,16.793241286921198,0300
"GERÈNCIA D'AREA DE L'AGENDA 2030, TRANSICIÓ DIGITAL I ESPORTS",20003973-002,Serveis,SERVEIS POSTALS LOT 1 DEP PROTECCIO DELS ANIMALS,RECERCA I DESENVOLUPAMENT EMPR,B60261815,2020-12-15 00:00:00,13343.79,16145.99,2021-10-05 00:00:00,-13343.79,-16145.99,,X,-100.0,2021,-100.0,0300
"GERÈNCIA D'AREA DE L'AGENDA 2030, TRANSICIÓ DIGITAL I ESPORTS",20003995-001,Serveis,SERVEIS POSTALS LOT 2 DEP PROTECCIO DELS ANIMALS,RECERCA I DESENVOLUPAMENT EMPR,B60261815,2020-12-15 00:00:00,496.74,601.05,MODIFICACIÓ CONTRACTE ANUL·LADA,,,,,,2021,,0300
"GERÈNCIA D'AREA DE L'AGENDA 2030, TRANSICIÓ DIGITAL I ESPORTS",20003995-003,Serveis,SERVEIS POSTALS LOT 2 DEP PROTECCIO DELS ANIMALS,RECERCA I DESENVOLUPAMENT EMPR,B60261815,2020-12-15 00:00:00,496.74,601.05,2021-10-05 00:00:00,-496.74,-601.05,,X,-100.0,2021,-100.0,0300
"GERÈNCIA D'AREA DE L'AGENDA 2030, TRANSICIÓ DIGITAL I ESPORTS",20004188-001,Serveis,Despeses viatges Relacions Internacionals,CENTRAL DE VIAJES SL,B08323404,2020-12-28 00:00:00,14462.81,17500.0,2021-06-29 00:00:00,-14462.81,-17500,,X,-100.0,2021,-100.0,0300
"GERÈNCIA D'AREA DE L'AGENDA 2030, TRANSICIÓ DIGITAL I ESPORTS",21000402-001,Serveis,Traducció i revisió continguts port. transparència,LINGUASERVE INTERNACIONALIZ. SERV.,A82615972,2021-02-15 00:00:00,3305.78,3999.99,2021-10-11 00:00:00,-1818.17,-2199.99,,X,-54.99972774957801,2021,-54.99972774957801,0300
"GERÈNCIA D'AREA DE L'AGENDA 2030, TRANSICIÓ DIGITAL I ESPORTS",21000485-001,Serveis,Dietes personal no directiu Comissionat Agenda2030,CENTRAL DE VIAJES SL,B08323404,2021-02-26 00:00:00,413.22,500.0,2021-07-23 00:00:00,-413.22,-500,,X,-100.0,2021,-100.0,0300
"GERÈNCIA D'AREA DE L'AGENDA 2030, TRANSICIÓ DIGITAL I ESPORTS",21000487-001,Serveis,Locomoció personal no directiu Comiss. Agenda 2030,CENTRAL DE VIAJES SL,B08323404,2021-02-26 00:00:00,826.45,1000.0,2021-08-03 00:00:00,-671.45,-812.45,,X,-81.24508439712021,2021,-81.24508439712021,0300
"GERÈNCIA D'AREA DE L'AGENDA 2030, TRANSICIÓ DIGITAL I ESPORTS",21000547-001,Serveis,Dietes personal directiu Comissionat Agenda 2030,CENTRAL DE VIAJES SL,B08323404,2021-02-26 00:00:00,826.45,1000.0,2021-07-23 00:00:00,-657.31,-795.34,,X,-79.53415209631555,2021,-79.53415209631555,0300
